,feeds_id,feeds_title,feeds_description,feeds_location,feeds_lng,feeds_lat,feeds_userId,feeds_name,feeds_isdeleted,feeds_profilePicture,feeds_videoUrl,feeds_images,feeds_mediatype,feeds_imagePaths,feeds_feedsComment,feeds_commentCount,feeds_multiMedia_id,feeds_multiMedia_name,feeds_multiMedia_description,feeds_multiMedia_url,feeds_multiMedia_mediatype,feeds_multiMedia_likeCount,feeds_multiMedia_place,feeds_multiMedia_createAt,feeds_likeDislike_likes,feeds_likeDislike_dislikes,feeds_likeDislike_userAction,feeds_createdAt,feeds_code,feeds_msg,totalFeed
136,54.0,How to allow input type=“file” to accept only image files,"I'm using input control with type=file. But it's accepting all type of file. I want to restrict only image file. How we can achieve this?

I'm trying with following code:",In,0.0,0.0,2014.0,Aakankshi 2,False,/Images/userimageicon.png,None,None,0.0,None,None,1.0,1113,shop6.jpg,None,feedsmedia/2014/e0724211-f13b-4c03-a981-b69ea8d664f0.jpg,1,0,None,0001-01-01T00:00:00,2.0,0.0,2.0,2019-12-13T06:57:51.7295658,0.0,None,
137,,,,,,,,,,,,,,,,,1114,shop9.jpg,None,feedsmedia/2014/75542c98-cec5-4fd6-b095-b0fc09db7e34.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
138,,,,,,,,,,,,,,,,,1115,shop11.jpg,None,feedsmedia/2014/d365afc6-c51a-4f9f-9c98-f924f08f4de8.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
139,,,,,,,,,,,,,,,,,1116,shop12 (1).jpg,None,feedsmedia/2014/fcc8a291-06ff-4bcf-9386-5986ebfe100b.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
140,,,,,,,,,,,,,,,,,1117,shop16.jpg,None,feedsmedia/2014/118d13aa-d2a6-414d-a212-7c496372f87f.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
141,53.0,new one, new one new one new one,h,0.0,0.0,2013.0,Aakankshi 1,True,/Images/userimageicon.png,None,None,0.0,None,None,3.0,1110,handset-offer-banner-new_31F555919982EFE18360075F1D2EC443.png,None,feedsmedia/2013/a1af90f4-cefb-4545-a95c-84282b872d52.png,1,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2019-12-11T12:07:00.7615276,0.0,None,
142,,,,,,,,,,,,,,,,,1111,images.jpg,None,feedsmedia/2013/07c0de05-d640-4fc7-9016-3fbcd7579bce.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
143,,,,,,,,,,,,,,,,,1112,pro3.jpg,None,feedsmedia/2013/8491e2d8-e820-4d8a-92e9-4b4be5ca4a28.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
144,52.0,new one,new one new one new one,ind,0.0,0.0,2013.0,Aakankshi 1,True,/Images/userimageicon.png,None,None,0.0,None,None,1.0,1109,pro3.jpg,None,feedsmedia/2013/e606a4eb-4bc1-4db2-8357-a46dacda7c65.jpg,1,0,None,0001-01-01T00:00:00,0.0,1.0,0.0,2019-12-11T10:06:28.7986641,0.0,None,
145,51.0,ssfdfd,dfdfdfdfddddddddddddddddddddddddddddddddddddd,h,0.0,0.0,2013.0,Aakankshi 1,True,/Images/userimageicon.png,None,None,0.0,None,None,1.0,1108,,None,https://www.youtube.com/embed/0sxLpGnhHQ0,2,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2019-12-11T08:16:16.8568689,0.0,None,
146,50.0,Test Code,Test Code,g,0.0,0.0,2013.0,Aakankshi 1,True,/Images/userimageicon.png,None,None,0.0,None,None,2.0,1107,pro11.jpg,None,feedsmedia/2013/d7ab4103-49a9-4220-918b-cef6e032eae6.jpg,1,0,None,0001-01-01T00:00:00,0.0,1.0,0.0,2019-12-11T08:15:17.0738823,0.0,None,
147,49.0,A mobile phone is a wireless handheld device ,"A mobile phone is a wireless handheld device that allows users to make and receive calls and to send text messages, among other features. The earliest generation of mobile phones could only make and receive calls. ... A mobile phone may also be known as a cellular phone or simply a cell phone.",INDI,0.0,0.0,2013.0,Aakankshi 1,True,/Images/userimageicon.png,None,None,0.0,None,None,1.0,1106,handset-offer-banner-new_31F555919982EFE18360075F1D2EC443.png,None,feedsmedia/2013/124e10a8-f020-4f2b-81a4-66b726ea0893.png,1,0,None,0001-01-01T00:00:00,0.0,1.0,0.0,2019-12-11T08:02:27.2699224,0.0,None,
148,2140.0,gj,ghj,"Hermannplatz 5-6, 10967 Berlin, Germany",0.0,0.0,4051.0,manoj,False,Images/9b291404-bc2e-4806-88c5-08d29e65a5ad.png,None,None,0.0,None,None,0.0,3240,,None,http://www.youtube.com/embed/mPhboJR0Llc,2,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2020-01-02T13:32:16.7480006,0.0,None,
149,2139.0,dfg,df,"443 N Rodeo Dr, Beverly Hills, CA 90210, USA",0.0,0.0,4051.0,manoj,False,Images/9b291404-bc2e-4806-88c5-08d29e65a5ad.png,None,None,0.0,None,None,2.0,3239,,None,http://www.youtube.com/embed/RtFcZ6Bwolw,2,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2020-01-02T10:54:07.6092829,0.0,None,
150,2138.0,TEst Video,dflg sk mcn re  fg nerkzx xcvh ciu ,"IFFCO Chowk Flyover, Heritage City, Sector 29, Gurugram, Haryana 122001, India",0.0,0.0,4051.0,manoj,False,Images/9b291404-bc2e-4806-88c5-08d29e65a5ad.png,None,None,0.0,None,None,0.0,3238,,None,http://www.youtube.com/embed/TUT2-FEPMdc,2,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2020-01-02T10:53:36.8157098,0.0,None,
151,2137.0,QQ,qq,"2001 NV-582, Las Vegas, NV 89101, USA",0.0,0.0,4051.0,manoj,False,Images/9b291404-bc2e-4806-88c5-08d29e65a5ad.png,None,None,0.0,None,None,7.0,3237,,None,https://www.youtube.com/watch?v=Kg8VraUgpR4,2,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2020-01-02T10:41:58.6177919,0.0,None,
152,2136.0,gj,ghj,"103 B100, Anglesea VIC 3230, Australia",0.0,0.0,4051.0,manoj,False,Images/9b291404-bc2e-4806-88c5-08d29e65a5ad.png,None,None,0.0,None,None,0.0,3236,,None,https://www.youtube.com/watch?v=WgmgSwkTUEM,2,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2020-01-02T10:37:30.5281724,0.0,None,
153,2135.0,sdf,sdf,"1 Downing St, Westminster, London SW1A 2AA, UK",0.0,0.0,4051.0,manoj,False,Images/9b291404-bc2e-4806-88c5-08d29e65a5ad.png,None,None,0.0,None,None,0.0,3235,,None,https://www.youtube.com/watch?v=4uY4Pz0SuaM,2,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2020-01-02T10:35:11.7588502,0.0,None,
154,2134.0,Rinku Singh,Rinku Singh (born 8 August 1988) is an Indian professional wrestler and former professional baseball player currently signed with WWE and performs in their developmental territory NXT. Singh was signed by the Pittsburgh Pirates organization after he won a pitching contest on a 2008 reality television show The Million Dollar Arm.,"Unnamed Road Acharaya RamNH-74 Opposite Green Park, , Acharaya Ram Chandra Shukla Nagar Colony, Rudrapur, Uttarakhand 263153, India",0.0,0.0,4051.0,manoj,False,Images/9b291404-bc2e-4806-88c5-08d29e65a5ad.png,None,None,0.0,None,None,2.0,3233,rinku_singh_1570092290_800x420.jpg,None,feedsmedia/4051/479386d2-7bee-4100-81d6-1c8ae1aab205.jpg,1,0,None,0001-01-01T00:00:00,1.0,0.0,2.0,2020-01-02T09:14:31.7214735,0.0,None,
155,,,,,,,,,,,,,,,,,3234,04rinku.jpg,None,feedsmedia/4051/b33d191a-4056-4dee-ad15-7b9ffc8ec337.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
156,2133.0,TRIP TO JAIPUR,"Jaipur is the capital of India’s Rajasthan state. It evokes the royal family that once ruled the region and that, in 1727, founded what is now called the Old City, or “Pink City” for its trademark building color. At the center of its stately street grid (notable in India) stands the opulent, colonnaded City Palace complex. With gardens, courtyards and museums, part of it is still a royal residence. Jaipur is the capital of India’s Rajasthan state. It evokes the royal family that once ruled the region and that, in 1727, founded what is now called the Old City, or “Pink City” for its trademark building color. At the center of its stately street grid (notable in India) stands the opulent, colonnaded City Palace complex. With gardens, courtyards and museums, part of it is still a royal residence.","1st Floor, Bambawala Kothi Opp. City Power House, Jaipur Rd, Parao, Ajmer, Rajasthan 305001, India",0.0,0.0,3039.0,jagjit,False,Images/fe49d058-de88-4805-8e2d-0c002b090d15.png,None,None,0.0,None,None,1.0,3232,,None,https://www.youtube.com/embed/lR6F_Edxabw,2,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2020-01-02T06:06:44.2317153,0.0,None,
157,2132.0,Test,LIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALL. LIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALLLIFE IS EITHER A DARING ADVENTURE OR NOTHING AT ALL,"Royal Tower, Block A, Sector 60, Noida, Uttar Pradesh 201301, India",0.0,0.0,3039.0,jagjit,False,Images/fe49d058-de88-4805-8e2d-0c002b090d15.png,None,None,0.0,None,None,0.0,3231,Delhi.jpg,None,feedsmedia/3039/0e910f02-14fd-4cf0-a755-7eba194840d8.jpg,1,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2020-01-02T05:29:26.064171,0.0,None,
158,2131.0,awerfghnm,This is new Year 2020 and we are very happy. Thank you to much. And BYE BYE 2019,"14, Ambala-Dehradun-Haridwar Rd, Vidhan Sabha Marg, Shastri Nagar, Ajabpur Kalan, Dehradun, Uttarakhand 248121, India",0.0,0.0,3031.0,Ashish Thapliyal,False,Images/fc8af47d-ef15-4c25-9d3f-a7a58c7444f9.png,None,None,0.0,None,None,2.0,3230,Surabaya.jpg,None,feedsmedia/3031/1adbfd14-937c-4c06-ba00-99991eae4289.jpg,1,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2020-01-01T12:32:56.8783764,0.0,None,
159,2130.0,dfg,dfgdf,"Rannamõisa tee 4f, 13516 Tallinn, Estonia",0.0,0.0,3035.0,n1,False,Images/4e60754a-e8a7-4db7-b266-f28b2bcf00ae.png,None,None,0.0,None,None,1.0,3229,images.jpg,None,feedsmedia/3035/60ce92d1-b037-4a45-84a5-d6635095fa50.jpg,1,0,None,0001-01-01T00:00:00,1.0,0.0,2.0,2020-01-01T12:08:35.9430242,0.0,None,
160,2129.0,fgh,fgh,"Pattayasainueang, Muang Pattaya, Amphoe Bang Lamung, Chang Wat Chon Buri 20150, Thailand",0.0,0.0,4051.0,manoj,False,Images/9b291404-bc2e-4806-88c5-08d29e65a5ad.png,None,None,0.0,None,None,1.0,3228,images.png,None,feedsmedia/4051/9449eb48-1377-416a-9867-ae5b9d8d884b.png,1,0,None,0001-01-01T00:00:00,1.0,0.0,2.0,2020-01-01T11:14:59.7028736,0.0,None,
161,2128.0,WEw,name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...,"Budapest, Erzsébet tér 14, 1051 Hungary",0.0,0.0,3033.0,sanjay,False,/Images/userimageicon.png,None,None,0.0,None,None,1.0,3227,DALHOUSIE.jpg,None,feedsmedia/3033/0df3e2d5-d903-4940-9f3f-c1cc24e7bd4a.jpg,1,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2020-01-01T09:49:23.6239244,0.0,None,
162,2127.0,dsf,erter,"IFFCO Chowk Flyover, Heritage City, Sector 29, Gurugram, Haryana 122001, India",0.0,0.0,3033.0,sanjay,False,/Images/userimageicon.png,None,None,0.0,None,None,2.0,3226,,None,https://www.youtube.com/embed/LH0Ss15du3c,2,0,None,0001-01-01T00:00:00,2.0,1.0,2.0,2020-01-01T07:27:23.864634,0.0,None,
163,2126.0,Hpy New Year,"इस नए साल खुशियों की बरसातें हों
प्यार के दिन और मोहब्बत भरी रातें हों
रंजिशे नफरतें मिट जाएं सदा के लिए
सभी के दिलों में ऐसी चाहतें हों
Happy New Year 2020","174, Buddh Vihar, Block Z, Sector 12, Noida, Uttar Pradesh 201301, India",0.0,0.0,3039.0,jagjit,False,Images/fe49d058-de88-4805-8e2d-0c002b090d15.png,None,None,0.0,None,None,0.0,3225,Shubra_El-Kheima.jpg,None,feedsmedia/3039/3b8092fb-310f-4083-aae7-5be6ec05ad40.jpg,1,0,None,0001-01-01T00:00:00,1.0,0.0,2.0,2020-01-01T06:01:58.8885425,0.0,None,
164,2125.0,Upload video,Youtube video,"Ramnagar Bus Stand, Ranikhet Rd, Ramnagar, Uttarakhand 244715, India",0.0,0.0,3033.0,sanjay,False,/Images/userimageicon.png,None,None,0.0,None,None,0.0,3224,,None,https://www.youtube.com/embed/7lfFZs50JHM,2,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2020-01-01T05:21:20.5417897,0.0,None,
165,2124.0,Title,Description,"Delhi Noida Direct Flyway, New Friends Colony, New Delhi, Delhi 110024, India",0.0,0.0,3034.0,neha,False,/Images/userimageicon.png,None,None,0.0,None,None,0.0,3223,images.jfif,None,feedsmedia/3034/507e9fb7-5524-47c9-a632-c19c42398117.jfif,1,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2020-01-01T04:57:36.7675514,0.0,None,
166,2123.0,Test different langauga,"यूं तो पूरे विश्व में नया साल अलग-अलग दिन मनाया जाता है, और भारत के अलग-अलग क्षेत्रों में भी नए साल की शुरूआत अलग-अलग समय  होती है। लेकिन अंग्रेजी कैलेंडर के अनुसार 1 जनवरी से नए साल की शुरूआत मानी जाती है। चूंकि 31 दिसंबर को एक वर्ष का अंत होने के बाद 1 जनवरी से नए अंग्रेजी कैलेंडर वर्ष की शुरूआत होती है। इसलिए इस दिन को पूरी दुनिया में नया साल शुरू होने के उपलक्ष्य में पर्व की तरह मनाया जाता है।
 
चूंकि साल नया है, इसलिए नई उम्मीदें, नए सपने, नए लक्ष्य, नए आईडियाज के साथ इसका स्वागत किया जाता है। नया साल मनाने के पीछे मान्यता है कि साल का पहला दिन अगर उत्साह और खुशी के साथ मनाया जाए, तो साल भर इसी उत्साह और खुशियों के साथ ही बीतेगा।
 
हालांकि हिन्दू पंचांग के अनुसार के मुताबिक नया साल 1 जनवरी से शुरू नहीं होता। हिन्दू नववर्ष का आगाज गुड़ी पड़वा से होता है। लेकिन 1 जनवरी को नया साल मनाना सभी धर्मों में एकता कायम करने में भी महत्वपूर्ण योगदान देता है, क्यों इसे सभी मिलकर मनाते हैं। 31  दिसंबर की रात से ही कई स्थानों पर अलग-अलग समूहों में इकट्ठा होकर लोग नए साल का जश्न मनाना शुरू कर देते हैं और रात 12 बजते ही सभी एक दूसरे को नए साल की शुभकामनाएं देते हैं। ","Vijay Chowk Rd, Block K, Block F, Laxmi Nagar, New Delhi, Delhi 110031, India",0.0,0.0,3046.0,Aryan Thapliyal,False,Images/8a8a93f3-5696-4387-84e5-ac632cc85ec1.png,None,None,0.0,None,None,0.0,3222,Tanta.jpg,None,feedsmedia/3046/95e8d21a-8337-4c43-aab5-76f2aad75b8b.jpg,1,0,None,0001-01-01T00:00:00,0.0,1.0,2.0,2020-01-01T04:48:22.9762306,0.0,None,
167,2122.0,dsfsdf,sdfsdf,"D 10 Noida, Sector 20 -26 dividing road, D Block, Sector 10, Noida, Uttar Pradesh 201301, India",0.0,0.0,3034.0,neha,False,/Images/userimageicon.png,None,None,0.0,None,None,0.0,3218,images2.png,None,feedsmedia/3034/8a9dea4b-19dc-4a9a-8793-6ca3ab16152b.png,1,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2020-01-01T04:47:53.872967,0.0,None,
168,,,,,,,,,,,,,,,,,3219,indraprastha-resort-dalhousie.jpg,None,feedsmedia/3034/46f87048-4d82-4a84-aa29-9410f726d72f.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
169,,,,,,,,,,,,,,,,,3220,nainital-saturday-raajiv-nainital-stand-alone-snowfall_0c6662be-d4dc-11e6-89f5-e9c163347fb8.jpg,None,feedsmedia/3034/eb07417f-465b-4d03-9c81-23e5a1b95606.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
170,,,,,,,,,,,,,,,,,3221,Nainital-Snow-2013-m-2.jpg,None,feedsmedia/3034/8d632dc2-247a-4bff-93bb-e294d1f40d7b.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
171,2121.0,WEWE,EDWd,"Greater Noida W Rd, Rani Laxmibai Nagar, Yusufpur, Nai Basti Dundahera, Ghaziabad, Uttar Pradesh 201009, India",0.0,0.0,3033.0,sanjay,False,/Images/userimageicon.png,None,None,0.0,None,None,0.0,3213,Christmas-2019-Messages.jpg,None,feedsmedia/3033/f656995d-7350-4e58-bd3d-b7ec2ffd684b.jpg,1,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2020-01-01T04:47:22.9098451,0.0,None,
172,,,,,,,,,,,,,,,,,3214,DALHOUSIE.jpg,None,feedsmedia/3033/80a1ba80-bc0d-4748-b975-b34d14631abd.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
173,,,,,,,,,,,,,,,,,3215,dalhousie-hill-station.jpg,None,feedsmedia/3033/922a1224-2852-40e1-b828-29f835c91f00.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
174,,,,,,,,,,,,,,,,,3216,images 3.jpg,None,feedsmedia/3033/42cfd9f9-7388-498e-8c2c-ff761610faec.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
175,,,,,,,,,,,,,,,,,3217,images.png,None,feedsmedia/3033/d583ea6f-178e-4ef5-be9b-0553094f0f8c.png,1,0,None,0001-01-01T00:00:00,,,,,,,
176,2120.0,Test for the New ,Testing for new Video. Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.,"A-10, Sector 63 Rd, A Block, Sector 65, Noida, Uttar Pradesh 201301, India",0.0,0.0,3031.0,Ashish Thapliyal,False,Images/fc8af47d-ef15-4c25-9d3f-a7a58c7444f9.png,None,None,0.0,None,None,0.0,3212,,None,https://www.youtube.com/embed/iNSVjuZQ_9A,2,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2020-01-01T04:42:58.9380507,0.0,None,
177,2119.0,Video Test,Testing for video upload. Thanks for the details. Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.,"A-10, Sector 63 Rd, A Block, Sector 65, Noida, Uttar Pradesh 201301, India",0.0,0.0,3040.0,Shweta Singh,False,Images/085985b6-0662-4e1d-b5b4-20016d31514f.png,None,None,0.0,None,None,3.0,3211,,None,https://www.youtube.com/embed/ghMujvci5Ds,2,0,None,0001-01-01T00:00:00,2.0,0.0,2.0,2019-12-31T09:35:47.396251,0.0,None,
178,2118.0,Hello Aryan,"Proposed since March 2019. Google Videos is a video search engine from Google, similar to Google Images. It allows searching the World Wide Web for video clips. The service evolved from Google Video, Google's discontinued video hosting service that also allowed to search the web for video clips.

Proposed since March 2019. Google Videos is a video search engine from Google, similar to Google Images. It allows searching the World Wide Web for video clips. The service evolved from Google Video, Google's discontinued video hosting service that also allowed to search the web for video clips.


Proposed since March 2019. Google Videos is a video search engine from Google, similar to Google Images. It allows searching the World Wide Web for video clips. The service evolved from Google Video, Google's discontinued video hosting service that also allowed to search the web for video clips.


Proposed since March 2019. Google Videos is a video search engine from Google, similar to Google Images. It allows searching the World Wide Web for video clips. The service evolved from Google Video, Google's discontinued video hosting service that also allowed to search the web for video clips.","A-10, Sector 63 Rd, A Block, Sector 65, Noida, Uttar Pradesh 201301, India",0.0,0.0,3040.0,Shweta Singh,False,Images/085985b6-0662-4e1d-b5b4-20016d31514f.png,None,None,0.0,None,None,0.0,3210,,None,https://www.youtube.com/embed/hZuwe72Rtcc,2,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2019-12-31T09:11:56.4581989,0.0,None,
179,2117.0,Testing Video Details,Testing Video Details. Testing Video DetailsTesting Video DetailsTesting Video DetailsTesting Video DetailsTesting Video DetailsTesting Video Details. Thanks for the Help,"Hermannplatz 5-6, 10967 Berlin, Germany",0.0,0.0,3031.0,Ashish Thapliyal,False,Images/fc8af47d-ef15-4c25-9d3f-a7a58c7444f9.png,None,None,0.0,None,None,0.0,3209,,None,https://www.youtube.com/embed/c6OSTcaMU6c,2,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2019-12-31T08:02:40.6864975,0.0,None,
180,2116.0,Test,Testing for multiple images. Please ignore. Thanks.Testing for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. Thanks,"VLCC Building, Shiksha Bharti School Rd, Sector 7 Dwarka, Dwarka, New Delhi, Delhi 110077, India",0.0,0.0,3042.0,faiz,False,Images/80cdd447-4a3a-483f-b222-86989cc3d37e.png,None,None,0.0,None,None,0.0,3207,Kwekwe.jpg,None,feedsmedia/3042/a036275d-0c37-4855-a55f-bd0a710cf4ea.jpg,1,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2019-12-31T07:09:33.4293294,0.0,None,
181,,,,,,,,,,,,,,,,,3208,Marondera.jpg,None,feedsmedia/3042/ab337768-a836-416e-bc87-78689be6c64b.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
182,2115.0,Testing Images,Testing ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting Images,"A-10, Sector 63 Rd, A Block, Sector 65, Noida, Uttar Pradesh 201301, India",0.0,0.0,3047.0,Ankiish Thapliyal,False,Images/0da0ca00-cfaf-41e8-ab39-cbff55ec64b3.png,None,None,0.0,None,None,0.0,3204,Aden.jpg,None,feedsmedia/3047/d63f6bfb-e7f8-4519-898d-e311e091498b.jpg,1,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2019-12-31T07:03:30.8446682,0.0,None,
183,,,,,,,,,,,,,,,,,3205,Ash_Shihr.jpg,None,feedsmedia/3047/98c48988-97a1-408e-9bde-7257c99252ab.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
184,,,,,,,,,,,,,,,,,3206,Seiyun.jpg,None,feedsmedia/3047/887cc8d7-9b52-4c3e-81f8-e7d4505e0db6.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
185,2114.0,This is test for the iteration,"Tap the Tools option at the bottom of the screen, then select Rotate from the menu that appears. At the bottom of the display you'll see an icon the has two arrows pointing at each other, with a dotted vertical line between them. Tap this and you should see your image flip back to a normal orientation.","K179, Block M, Vishwakarma Park, Laxmi Nagar, New Delhi, Delhi 110092, India",0.0,0.0,3047.0,Ankiish Thapliyal,False,Images/0da0ca00-cfaf-41e8-ab39-cbff55ec64b3.png,None,None,0.0,None,None,0.0,3192,Butare.jpg,None,feedsmedia/3047/ba8d9d9b-173a-4804-8fa7-c2b545e23c61.jpg,1,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2019-12-31T07:01:24.300193,0.0,None,
186,,,,,,,,,,,,,,,,,3193,Byumba.jpg,None,feedsmedia/3047/10eb2de5-0020-4da6-b902-8bf0d019cc15.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
187,,,,,,,,,,,,,,,,,3194,Cyangugu.jpg,None,feedsmedia/3047/e1cfc2eb-ff1e-48f8-8039-153a5231c545.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
188,,,,,,,,,,,,,,,,,3195,Gisenyi.jpg,None,feedsmedia/3047/12c0192b-7d1d-40d4-b209-3853ecc190c7.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
189,,,,,,,,,,,,,,,,,3196,Kabuga.jpg,None,feedsmedia/3047/e534b896-c25b-491e-8644-490e0c150423.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
190,,,,,,,,,,,,,,,,,3197,Kibuye.jpg,None,feedsmedia/3047/70caa341-47b6-423c-89ac-56f54a245772.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
191,,,,,,,,,,,,,,,,,3198,Kigali.jpg,None,feedsmedia/3047/70fd2b0c-6b25-47d1-907a-aa02c8d261a0.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
